,WKT,circuito,Partido,seccional,porcentaje_circuito
421,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,ENCUENTRO VECINAL CÓRDOBA,11,0.0397175639894086
422,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,0.0017652250661959
423,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,UNIÓN CÍVICA RADICAL,11,0.1960660698524776
424,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,11,0.0382045139326692
425,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,MOVIMIENTO AVANZADA SOCIALISTA,11,0.0023956625898373
426,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,HACEMOS POR CORDOBA,9,0.434623628798386
427,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,MOVIMIENTO DE ACCIÓN VECINAL,9,0.0020174000756525
428,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,VECINALISMO INDEPENDIENTE,9,0.012104400453915
429,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,PARTIDO UNION CIUDADANA,9,0.0052956751985878
430,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,MST - NUEVA IZQUIERDA,9,0.0157609380910351
431,"POLYGON ((-64.1759080682594 -31.3690639113488,-64.1759080442406 -31.3699438944176,-64.1759080571639 -31.3701539470129,-64.17593800288 -31.3710039620284,-64.1759380373204 -31.3713339675831,-64.1759580201701 -31.3719639579075,-64.1759680454137 -31.3724139679314,-64.175968007238 -31.374213978701,-64.1759780317697 -31.3745340249995,-64.1759679753605 -31.3746640261788,-64.1766280156625 -31.3746640282901,-64.1778880842344 -31.3755940308553,-64.1789281043736 -31.3759639826913,-64.1810181726718 -31.3761040849147,-64.180858166888 -31.3759040234982,-64.181558155129 -31.3758740192773,-64.1822382483242 -31.3757741054032,-64.1828082140312 -31.3756840802243,-64.1837582788017 -31.3755440810736,-64.1851783253072 -31.3753642240871,-64.1853182671971 -31.374994178244,-64.1867783440872 -31.3751442649988,-64.1879383848765 -31.3750943739356,-64.1892083829868 -31.3748444701065,-64.1895423882405 -31.3747565018905,-64.1892194322223 -31.3730854624566,-64.1889653803102 -31.3717773370353,-64.188650446471 -31.3701863211829,-64.1885574032219 -31.3697042838998,-64.1883684178346 -31.368724294743,-64.1881384610412 -31.3674042468297,-64.1880584345315 -31.3667142353158,-64.1876184765669 -31.3642641846638,-64.1875984472912 -31.3641741606274,-64.1873884732548 -31.3630741013128,-64.1871984910099 -31.361994077953,-64.1871584344228 -31.3618140299833,-64.1867184473113 -31.3595440007767,-64.1866785056422 -31.3593039779478,-64.1862984995645 -31.3573239520211,-64.1862584835489 -31.3571239727216,-64.1856984958224 -31.3571338746948,-64.1855884621628 -31.3566038865305,-64.1854984743293 -31.3561539114136,-64.1854122548907 -31.3555261346271,-64.1851511402503 -31.3555907893859,-64.1821513991508 -31.3562632017545,-64.1784703701313 -31.3570883656589,-64.1759981953304 -31.3574636980038,-64.1758980741893 -31.3611438290111,-64.1758381273422 -31.3617737657111,-64.1758381052393 -31.3625638293071,-64.1758480533455 -31.3633538542046,-64.1758480595928 -31.3648238602418,-64.1758580100046 -31.3663938479017,-64.1758679945372 -31.3679038597788,-64.1759080682594 -31.3690639113488))",007G,MOVIMIENTO LIBRES DEL SUR,9,0.0480393393014752
432,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,CORDOBA CAMBIA,11,0.1318407960199005
433,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,ENCUENTRO VECINAL CÓRDOBA,11,0.0646766169154228
434,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,POLÍTICA ABIERTA PARA LA INTEGRIDAD SOCIAL (P.A.I.S.),11,0.0
435,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,UNIÓN CÍVICA RADICAL,11,0.1368159203980099
436,"POLYGON ((-64.0943984947766 -31.3797139674707,-64.0932982638999 -31.3794422846522,-64.0915749027346 -31.3790165965034,-64.0782003682598 -31.3759603489319,-64.0732566940044 -31.3748932508456,-64.0732573779459 -31.375135686267,-64.073258435244 -31.3755296430071,-64.0732584307333 -31.3755638241464,-64.0732584422883 -31.3755802385169,-64.0732584349229 -31.3755805991565,-64.0732752634957 -31.3817995804041,-64.073287610078 -31.3863706711138,-64.0732881719444 -31.3865639523286,-64.0807398151659 -31.3886139194136,-64.0813729725829 -31.3887880473212,-64.0815559690837 -31.3888414246504,-64.0985924818518 -31.3937967206157,-64.0972891101412 -31.3901733642739,-64.0943984947766 -31.3797139674707))",0008,FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,11,0.0099502487562189
