"","...1","titulo","eleccion","circuito","candidato","N°","agrupacion","votos","vot valido","vot nulo","total votantes","electores en padron","codigo_circuito","codigo_circuito1"
"5675",27176,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 243   - RIO SEGUNDO","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","53","13.586","285","14.923","17.977","  243","  243"
"5676",27177,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 243   - RIO SEGUNDO","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","52","13.586","285","14.923","17.977","  243","  243"
"5677",27237,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","16","1.952","28","2.043","2.369","   4D","   4D"
"5678",27238,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","639","1.952","28","2.043","2.369","   4D","   4D"
"5679",27239,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","315","1.952","28","2.043","2.369","   4D","   4D"
"5680",27240,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","1","1.952","28","2.043","2.369","   4D","   4D"
"5681",27241,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","128","1.952","28","2.043","2.369","   4D","   4D"
"5682",27242,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","88","1.952","28","2.043","2.369","   4D","   4D"
"5683",27243,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","1.952","28","2.043","2.369","   4D","   4D"
"5684",27244,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","668","1.952","28","2.043","2.369","   4D","   4D"
"5685",27245,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","3","1.952","28","2.043","2.369","   4D","   4D"
"5686",27246,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","46","1.952","28","2.043","2.369","   4D","   4D"
"5687",27247,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","17","1.952","28","2.043","2.369","   4D","   4D"
"5688",27248,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 4D    - VILLA EUCARISTICA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","31","1.952","28","2.043","2.369","   4D","   4D"
"5689",27329,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","114","5.964","179","6.418","9.328","  183","  183"
"5690",27330,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","1.548","5.964","179","6.418","9.328","  183","  183"
"5691",27331,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","42","5.964","179","6.418","9.328","  183","  183"
"5692",27332,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","31","5.964","179","6.418","9.328","  183","  183"
"5693",27333,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","337","5.964","179","6.418","9.328","  183","  183"
"5694",27334,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","48","5.964","179","6.418","9.328","  183","  183"
"5695",27335,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","11","5.964","179","6.418","9.328","  183","  183"
"5696",27336,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","3.722","5.964","179","6.418","9.328","  183","  183"
"5697",27337,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","10","5.964","179","6.418","9.328","  183","  183"
"5698",27338,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","15","5.964","179","6.418","9.328","  183","  183"
"5699",27339,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","35","5.964","179","6.418","9.328","  183","  183"
"5700",27340,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 183   - VICU<U+FFFD>A MACKENNA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","51","5.964","179","6.418","9.328","  183","  183"
"5701",27354,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","72","5.795","150","6.414","8.229","  184","  184"
"5702",27355,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","1.570","5.795","150","6.414","8.229","  184","  184"
"5703",27356,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","51","5.795","150","6.414","8.229","  184","  184"
"5704",27357,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","15","5.795","150","6.414","8.229","  184","  184"
"5705",27358,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","292","5.795","150","6.414","8.229","  184","  184"
"5706",27359,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","58","5.795","150","6.414","8.229","  184","  184"
"5707",27360,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","15","5.795","150","6.414","8.229","  184","  184"
"5708",27361,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","3.610","5.795","150","6.414","8.229","  184","  184"
"5709",27362,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","45","5.795","150","6.414","8.229","  184","  184"
"5710",27363,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","9","5.795","150","6.414","8.229","  184","  184"
"5711",27364,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","22","5.795","150","6.414","8.229","  184","  184"
"5712",27365,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 184   - MOLDES","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","36","5.795","150","6.414","8.229","  184","  184"
"5713",27394,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","126","1","205","226","  18B","  18B"
"5714",27395,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","11","126","1","205","226","  18B","  18B"
"5715",27396,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","0","126","1","205","226","  18B","  18B"
"5716",27397,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","126","1","205","226","  18B","  18B"
"5717",27398,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","8","126","1","205","226","  18B","  18B"
"5718",27399,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","0","126","1","205","226","  18B","  18B"
"5719",27400,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","126","1","205","226","  18B","  18B"
"5720",27401,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","107","126","1","205","226","  18B","  18B"
"5721",27402,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","126","1","205","226","  18B","  18B"
"5722",27403,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","0","126","1","205","226","  18B","  18B"
"5723",27404,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","126","1","205","226","  18B","  18B"
"5724",27405,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 18B   - CALERAS DE CALAMUCHITA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","126","1","205","226","  18B","  18B"
"5725",27517,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","148","2","155","213","  196","  196"
"5726",27518,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","19","148","2","155","213","  196","  196"
"5727",27519,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","1","148","2","155","213","  196","  196"
"5728",27520,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","0","148","2","155","213","  196","  196"
"5729",27521,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","64","148","2","155","213","  196","  196"
"5730",27522,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","0","148","2","155","213","  196","  196"
"5731",27523,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","148","2","155","213","  196","  196"
"5732",27524,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","64","148","2","155","213","  196","  196"
"5733",27525,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","0","148","2","155","213","  196","  196"
"5734",27526,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","0","148","2","155","213","  196","  196"
"5735",27527,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","148","2","155","213","  196","  196"
"5736",27528,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 196   - CA<U+FFFD>ADA DE MACHADO","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","148","2","155","213","  196","  196"
"5737",27612,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","41","4.169","102","4.400","5.459","  14I","  14I"
"5738",27613,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","1.246","4.169","102","4.400","5.459","  14I","  14I"
"5739",27614,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","263","4.169","102","4.400","5.459","  14I","  14I"
"5740",27615,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","6","4.169","102","4.400","5.459","  14I","  14I"
"5741",27616,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","326","4.169","102","4.400","5.459","  14I","  14I"
"5742",27617,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","222","4.169","102","4.400","5.459","  14I","  14I"
"5743",27618,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","7","4.169","102","4.400","5.459","  14I","  14I"
"5744",27619,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","1.827","4.169","102","4.400","5.459","  14I","  14I"
"5745",27620,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","5","4.169","102","4.400","5.459","  14I","  14I"
"5746",27621,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","90","4.169","102","4.400","5.459","  14I","  14I"
"5747",27622,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","37","4.169","102","4.400","5.459","  14I","  14I"
"5748",27623,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 14I   - SANTA CECILIA","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","99","4.169","102","4.400","5.459","  14I","  14I"
"5749",27651,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","0","196","11","211","369","  46B","  46B"
"5750",27652,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","0","196","11","211","369","  46B","  46B"
"5751",27653,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","1","196","11","211","369","  46B","  46B"
"5752",27654,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","1","196","11","211","369","  46B","  46B"
"5753",27655,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","140","196","11","211","369","  46B","  46B"
"5754",27656,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","2","196","11","211","369","  46B","  46B"
"5755",27657,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","0","196","11","211","369","  46B","  46B"
"5756",27658,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","51","196","11","211","369","  46B","  46B"
"5757",27659,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","1","196","11","211","369","  46B","  46B"
"5758",27660,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","P191","VECINALISMO INDEPENDIENTE","0","196","11","211","369","  46B","  46B"
"5759",27661,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","P200","PARTIDO UNION CIUDADANA","0","196","11","211","369","  46B","  46B"
"5760",27662,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 46B   - ALTO DE LOS QUEBRACHOS","Gobernador y Vicegobernador","A300","MST - NUEVA IZQUIERDA","0","196","11","211","369","  46B","  46B"
"5761",27716,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","P22","PARTIDO HUMANISTA","24","4.250","71","4.403","5.185","  11M","  11M"
"5762",27717,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","A500","CORDOBA CAMBIA","1.529","4.250","71","4.403","5.185","  11M","  11M"
"5763",27718,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","P217","ENCUENTRO VECINAL C<U+FFFD>RDOBA","343","4.250","71","4.403","5.185","  11M","  11M"
"5764",27719,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","20","UNI<U+FFFD>N DEL CENTRO DEMOCR<U+FFFD>TICO (U.CE.DE.)","6","4.250","71","4.403","5.185","  11M","  11M"
"5765",27720,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","3","UNI<U+FFFD>N C<U+FFFD>VICA RADICAL","241","4.250","71","4.403","5.185","  11M","  11M"
"5766",27721,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","A830","FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES","102","4.250","71","4.403","5.185","  11M","  11M"
"5767",27722,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","P238","MOVIMIENTO AVANZADA SOCIALISTA","1","4.250","71","4.403","5.185","  11M","  11M"
"5768",27723,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","A601","HACEMOS POR CORDOBA","1.816","4.250","71","4.403","5.185","  11M","  11M"
"5769",27724,"TRIBUNAL ELECTORAL PROVINCIAL AD HOC","Elecciones Provinciales 12 de Mayo de 2019","Circuito 11M   - VALLE ESCONDIDO","Gobernador y Vicegobernador","P57","MOVIMIENTO DE ACCI<U+FFFD>N VECINAL","7","4.250","71","4.403","5.185","  11M","  11M"
